"ID","Citation","Title","Year","Number.of.Studies","Screened","Include","Study","Focal.Hypothesis.Description","Design","Code.for.Interaction","Code.for.Main.Effect.vs.Interaction","TMT.theory.or.other","Method.MAPS.or.Other","Treatment.Group.2","Treatment.Group.3","Treatment.Group.4","Treatment.Group.5","Control.Group.DP.or.other","Control.Group.2","Interaction.Variable.1","Interaction.Variable.2","Interaction.Variable.3","Interaction.Variable.4","Dependent.Variable","Dependent.Variable.2","DV.Codes","DV.Types","Delay","Code.for.Delay.Task","Age.M","Entirely.College","Code.and.Location","Code.for.Location","Focal.Analysis.Description","Copy.Paste.Statistical.Result","test.Statistic","Value","df","p.value","Total.N","Statistics.1","Statistic.2","Notes","NumCells","Cell.N"
556,"Gerber, Z., & Anaki, D. (2018). Self-compassion as a buffer against concrete but not abstract threat. Death Studies. https://doi.org/10.1080/07481187.2018.1511195","Self-compassion as a buffer against concrete but not abstract threat.","2018",1,"","Y","1","Therefore, we predict that following subliminal MS manipulation participants high in SC will display less avoidance of both abstract and concrete threats, compared to low SC participants. ","2WX2WX2BX2B","Tr; Content Feature","interaction (2X2wX2wX2w)","TMT","OTHER (subliminal death prime)","","","","","OTHER (subliminal failure prime)","","self-compassion","Arrow Congruency: congruent, incongruent","","","avoidance of concrete threats","","6: other avoidance of threats","Behavior","0","0","23","y","2: Israel",2,"2X2X2X2 mixed ANOVA","Regarding the concrete threat, we found a significant 3-way interaction (Prime Type × SC × Arrow Congruency; F(1,121) = 5.21, p < .05, η2 = 0.04).","F","5.21","1,121","",125,"F(1121)=5.21","","",4,31.25
559,"Giannakakis, A. E., & Fritsche, I. (2011). Social identities, group norms, and threat: On the malleability of ingroup bias. Personality and Social Psychology Bulletin, 37,82-93.","Social identities, group norms, and threat: On the malleability of ingroup bias.","2011",3,"","Y","1","We predicted that the type of salient identity would moderate the effects of mortality salience on ingroup bias. Only when the salient identity was English but not if it was students, mortality salience was expected to increase ingroup favoritism in allocations to English and Scottish students.","2X2 BS","E","interaction (2X2)","TMT","MAPS","","","","","OTHER (TV)","","social identity (Scottish/English)","","","","ingroup bias","","5: ingroup nationality","Attitudes and Beliefs","1 (PANAS)","1","21.2","y","2: UK",2,"2X2 ANOVA","Importantly, in line with our predictions, a significant interaction effect was found, F(1, 60) = 5.80, p = .02, h2 = .09.","F","5.8","1,60","0.02",64,"F(1, 60)=5.8","","",4,16
560,"Giannakakis, A. E., & Fritsche, I. (2011). Social identities, group norms, and threat: On the malleability of ingroup bias. Personality and Social Psychology Bulletin, 37,82-93.","Social identities, group norms, and threat: On the malleability of ingroup bias.","2011",3,"","Y","2","Although French form an outgroup when English identity is salient, they are part of the ingroup when European identity is salient. Accordingly, mortality salience might decrease attitudes toward French in the former but improve attitudes in the latter condition.","2X2 BS","E","interaction (2X2)","TMT","MAPS","","","","","OTHER (TV)","","social identity (English/European)","","","","outgroup bias","","5: outgroup nationality","Attitudes and Beliefs","1 (PANAS)","1","21","y","2: UK",2,"2X2 ANOVA","In addition, as predicted, a significant interaction was found between mortality salience and social identity, F(1, 49) = 10.77, p = .002, h2 = .18.","F","10.77","1,49","0.002",53,"F(1, 49)=10.77","","",4,13.25
561,"Giannakakis, A. E., & Fritsche, I. (2011). Social identities, group norms, and threat: On the malleability of ingroup bias. Personality and Social Psychology Bulletin, 37,82-93.","Social identities, group norms, and threat: On the malleability of ingroup bias.","2011",3,"","Y","3","We predicted that the content of ingroup norms would moderate the effect of mortality salience on intergroup allocation decisions: Although under the salience of collectivist ingroup norms mortality salience was hypothesized to increase ingroup bias, the salience of individualist ingroup norms should lead to a reduction of ingroup bias following mortality salience.","2X2 BS","Cu","interaction (2X2 + C)","TMT","MAPS","","","","","OTHER (TV)","","ingroup norm (individualism/collectivism)","","","","ingroup bias","","5: ingroup norms","Attitudes and Beliefs","1 (PANAS)","1","24","y","2: UK",2,"2X2 ANOVA","It was revealed that when the group norm was individualism, mortality salience led to marginally lower ingroup bias compared to the mortality not salient condition, t(32) = -1.74, p = .09, whereas when the group norm was collectivism, ingroup bias was significantly higher in the mortality salient condition (M = 7.62, SD = 2.01) than in the mortality not the salient condition, t(30) = 2.18, p = .04.","t","2.18","30","0.04",66,"t(30)=2.18","","",4,16.5
563,"Gillath, O., & Hart, J. (2010). The effects of psychological security and insecurity on political attitudes and leadership preferences. European Journal of Social Psychology, 40(1), 122–134. https://doi.org/10.1002/ejsp.614","The effects of psychological security and insecurity on political attitudes and leadership preferences.","2010",2,"","Y","2","Priming people with mortality would cause stronger pro-war attitudes and harsher foreign policy attitudes; whereas (2) priming people with a sense of attachment security (as compared with a non-secure relationship prime) would eliminate or reverse these effects","2X2 BS","Content Feature","interaction (2X2)","TMT","MAPS","","","","","DP","","security prime: secure non-secure","","","","support for war in Iraq","","5: support for war against outgroup","Attitudes and Beliefs","1","1","information not available","y","1: USA",1,"2X2 ANOVA","These main effect were qualified by the expected two-way interaction between security prime and mortality prime, F(1, 148)=7.82, p<.01","F","7.82","1,148","NA (p<.01)",153,"F(1, 148)=7.82","","",4,38.25
564,"Gillath, O., Landau, M. J., Selcuk, E., & Goldenberg, J. L. (2011). Effects of low survivability cues and participant sex on physiological and behavioral responses to sexual stimuli. Journal of Experimental Social Psychology, 47(6), 1219-1224.","Effects of a low survivability cue and participant sex on physiological and behavioral responses to sexual stimuli.","2011",2,"","Y","1","Based on this reasoning, we assessed the possibility that men, but not women, would respond to death primes with increased physiological and behavioral indices of sexual interest. ","2WX2BX2B","Ge; Content feature","interaction (2B X 2W X 2B + C)","TMT","MAPS","","","","","OTHER (pain)","","Gender","sexual vs. nonsexual stimuli","","","averaged HR while watching the images","","8: other heart rate indicating sexual interest","Neural and Physiological","PANAS-X","1","information not available","y","1: USA",1,"2X2X2 mixed ANCOVA","The ANCOVA also revealed the predicted three-way interaction, F(1, 159) = 4.43.","F","4.43","1,159","",168,"F(1, 159)=4.43","","",4,42
565,"Gillath, O., Landau, M. J., Selcuk, E., & Goldenberg, J. L. (2011). Effects of low survivability cues and participant sex on physiological and behavioral responses to sexual stimuli. Journal of Experimental Social Psychology, 47(6), 1219-1224.","Effects of a low survivability cue and participant sex on physiological and behavioral responses to sexual stimuli.","2011",2,"","Y","2","we hypothesized that if death salience increases implicit sexual preparedness, then death-primed individuals would perceive sexual images as a positively valued stimulus, and would therefore be faster to pull the lever in response to sexual images compared to participants who are not primed with death. Also, in line with our conceptualization and the results of Study 1, we hypothesized that this effect would be specific to men.","2WX2WX2BX2B","Ge; Content feature; Activity","interaction (2X2wX2wX2)","TMT","OTHER (supraliminal death prime)","","","","","OTHER (supraliminal pain prime)","","Gender","sexual vs. nonsexual stimuli","response type: pull vs. push","","response time","","8: response time approach-avoidance behavior (sexual images)","Neural and Physiological","PANAS-X","1","information not available","y","1: USA",1,"2X2X2X2 mixed ANOVA","These two 2-way interactions were qualified by the predicted four-way interaction, F(1, 73) = 4.11, pb.05, partial η2= .05 (see Table 2 for means and SDs).","F","4.11","1,73","",77,"F(1, 73)=4.11","","",4,19.25
569,"Goldenberg, J. L., & Shackelford, T. I. (2005). Is it me or is it mine?: Body-self integration as a function of self-esteem, body-esteem, and mortality salience. Self and Identity, 4,227-241.","Is It Me or Is It Mine? Body-self Integration as a Function of Self-esteem, Body-esteem, and Mortality Salience.","2005",1,"","Y","1","Thus, we expected that individuals who were high in global self-esteem would be less affected by our mortality salience manipulation. However, we additionally proposed that domain-specific body-esteem would buffer the effects of mortality salience in this domain of body-self integration. Thus, it is only when both self-esteem and bodyesteem are low that we expect mortality salience to lead to a distancing of the self from the body.","2x2X2 BS","Tr; Tr","interaction (2X2X2)","TMT","MS (15 T/F questions)","","","","","Other (television questions T/F)","","Self-Esteem: High Low ","body-esteem","","","body self integration","","1: Other self-esteem","Affect and Emotion","word search","1","20.41","y","1: USA",1,"ANOVA mixed","As expected, the results of a 2 (self-esteem) 6 2 (body-esteem) 6 2 (MS) ANOVA revealed a significant three-way interaction, F(1, 165) = 4.35, p= .039","F","4.35","1,165","0.039",173,"F(1, 165)=4.35","","",8,21.625
570,"Goldenberg, J. L., Arndt, J., Hart, J., & Brown, M. (2005). Dying to be thin: The effects of mortality salience and body-mass-index on restricted eating among women. Personality and Social Psychology Bulletin, 31,1400-1412.","Dying to be thin: The effects of mortality salience and body-mass-index on restricted eating among women.","2005",3,"","Y","1","If MS increases the urgency for women to be thin, women should restrict their eating. Men should not alter their eating as a result of MS because for men the thin ideal is not a pressing standard.","2X2 BS","Ge","interaction (2X2)","TMT","MAPS","","","","","DP","","male vs. female","","","","restricted eating","","6: restricted eating","Behavior","PANAS-X","1","21.29","y","1: USA",1,"2X2 ANOVA","To assess whether reminding participants of their mortality lead to restricted eating for women but not men, we conducted a 2 (female vs. male) × 2 (mortality vs. dental pain salience) ANOVA on grams of snack food consumed. This analysis revealed only a significant interaction, F(1, 98) = 4.81, p = .03.","F","4.81","1,98","0.03",102,"F(1, 98)=4.81","","",4,25.5
571,"Goldenberg, J. L., Arndt, J., Hart, J., & Brown, M. (2005). Dying to be thin: The effects of mortality salience and body-mass-index on restricted eating among women. Personality and Social Psychology Bulletin, 31,1400-1412.","Dying to be thin: The effects of mortality salience and body-mass-index on restricted eating among women.","2005",3,"","Y","2","If reminders of mortality motivate individuals to strive to attain cultural standards, then those who are heavier than other women should perceive themselves as failing to meet the standards and thus restrict their eating...We expected that BMI would be a more relevant moderator of MS effects in this group setting than would body esteem and self-objectification because it is a readily observable gauge of an individual’s thinness status and should therefore be salient in a context in which social comparison is operative.","2X2 BS","Tr","interaction (2X2)","TMT","MAPS","","","","","breaking a bone","","BMI","","","","restricted eating","","6: restricted eating","Behavior","PANAS-X","1","24.68","y","1: USA",1,"linear regression","There was no main effect of MS (p = .50); however, as hypothesized, the complete model revealed a significant interaction between MS and BMI, b = .047 SE = .02, t = 2.38, p = .021","t","2.38","56","0.021",58,"t(56)=2.38","","had to guess at degrees of freedom; might not be accurate",4,14.5
